,order_id,customer_id,product_id,order_date,quantity,amount,order_status,quantity_numeric,customer_match_status,product_status_match,test_date_clean,test_date_status,clean_amount,row_id,amount_status,reject_reason
98157,ORD00021592,CUST010821,PROD0079,2022-09-11,-5,3795.3,Pending,-5.0,Matched,matched,2022-09-11,valid,3795.3,98157,matched,INVALID_QUANTITY
98380,ORD00097694,CUST012753,PROD0061,2024-08-31,abc,9466.36,Delivered,,Matched,matched,2024-08-31,valid,9466.36,98380,matched,INVALID_QUANTITY
98384,ORD00088405,CUST017975,PROD0060,2025-08-09,-2,2834.4,Shipped,-2.0,Matched,matched,2025-08-09,valid,2834.4,98384,matched,INVALID_QUANTITY
98475,ORD00044821,CUST007843,PROD0053,2025-08-05,abc,4886.41,Cancelled,,Matched,matched,2025-08-05,valid,4886.41,98475,matched,INVALID_QUANTITY
98508,ORD00089412,CUST002170,PROD0042,2024-12-31,,4509.07,Delivered,,Matched,matched,2024-12-31,valid,4509.07,98508,matched,INVALID_QUANTITY
98571,ORD00007436,CUST007235,PROD0052,2025-07-08,-5,4368.31,Delivered,-5.0,Matched,matched,2025-07-08,valid,4368.31,98571,matched,INVALID_QUANTITY
98609,ORD00007101,CUST004796,PROD0062,2023-02-05,-2,484.95,Delivered,-2.0,Matched,matched,2023-02-05,valid,484.95,98609,matched,INVALID_QUANTITY
98637,ORD00092450,CUST014007,PROD0063,2025-04-22,abc,3914.12,Delivered,,Matched,matched,2025-04-22,valid,3914.12,98637,matched,INVALID_QUANTITY
98667,ORD00005702,CUST000510,PROD0080,2022-02-25,-2,2223.2,Delivered,-2.0,Matched,matched,2022-02-25,valid,2223.2,98667,matched,INVALID_QUANTITY
98979,ORD00036230,CUST011441,PROD0068,2023-11-18,abc,25666.96,Delivered,,Matched,matched,2023-11-18,valid,25666.96,98979,matched,INVALID_QUANTITY
99071,ORD00050446,CUST019654,PROD0054,2024-08-21,abc,170.37,Returned,,Matched,matched,2024-08-21,valid,170.37,99071,matched,INVALID_QUANTITY
99118,ORD00097324,CUST013571,PROD0006,2024-04-01,abc,33376.62,Delivered,,Matched,matched,2024-04-01,valid,33376.62,99118,matched,INVALID_QUANTITY
99224,ORD00012124,CUST005202,PROD0078,2025-01-01,-1,84.71,Delivered,-1.0,Matched,matched,2025-01-01,valid,84.71,99224,matched,INVALID_QUANTITY
99269,ORD00003091,CUST003222,PROD0059,2025-01-05,-2,1921.07,Delivered,-2.0,Matched,matched,2025-01-05,valid,1921.07,99269,matched,INVALID_QUANTITY
99472,ORD00048091,CUST011487,PROD0094,2025-02-23,0,2637.75,Shipped,0.0,Matched,matched,2025-02-23,valid,2637.75,99472,matched,INVALID_QUANTITY
99700,ORD00001082,CUST013408,PROD0022,2024-10-26,-5,9040.82,Delivered,-5.0,Matched,matched,2024-10-26,valid,9040.82,99700,matched,INVALID_QUANTITY
99934,ORD00081871,CUST017572,PROD0005,2024-03-17,2,33869.63,delivered,2.0,Matched,matched,2024-03-17,valid,61581.14,99934,Mismatched,INVALID_AMOUNT
99935,ORD00043900,CUST016852,PROD0047,2025-08-11,-5,16612.8,Delivered,-5.0,Matched,matched,2025-08-11,valid,16612.8,99935,matched,INVALID_QUANTITY
